request_id,pickup_point,driver_id,status,request_timestamp,drop_timestamp,assigned_status,hour,dayofweek,timeslot,iscancelled
1624,Airport,,No Cars Available,2016-07-12 07:04:00,,Unassigned,7,Tuesday,Early Morning,0
1639,City,,No Cars Available,2016-07-12 07:12:00,,Unassigned,7,Tuesday,Early Morning,0
1646,City,,No Cars Available,2016-07-12 07:18:00,,Unassigned,7,Tuesday,Early Morning,0
1673,City,,No Cars Available,2016-07-12 07:46:00,,Unassigned,7,Tuesday,Early Morning,0
1685,City,,No Cars Available,2016-07-12 07:47:00,,Unassigned,7,Tuesday,Early Morning,0
1717,City,,No Cars Available,2016-07-12 08:07:00,,Unassigned,8,Tuesday,Early Morning,0
1716,City,,No Cars Available,2016-07-12 08:07:00,,Unassigned,8,Tuesday,Early Morning,0
1710,City,,No Cars Available,2016-07-12 08:11:00,,Unassigned,8,Tuesday,Early Morning,0
1711,City,,No Cars Available,2016-07-12 08:12:00,,Unassigned,8,Tuesday,Early Morning,0
1715,City,,No Cars Available,2016-07-12 08:13:00,,Unassigned,8,Tuesday,Early Morning,0
1719,City,,No Cars Available,2016-07-12 08:14:00,,Unassigned,8,Tuesday,Early Morning,0
1720,City,,No Cars Available,2016-07-12 08:16:00,,Unassigned,8,Tuesday,Early Morning,0
1727,City,,No Cars Available,2016-07-12 08:17:00,,Unassigned,8,Tuesday,Early Morning,0
1729,City,,No Cars Available,2016-07-12 08:19:00,,Unassigned,8,Tuesday,Early Morning,0
1731,City,,No Cars Available,2016-07-12 08:26:00,,Unassigned,8,Tuesday,Early Morning,0
1736,City,,No Cars Available,2016-07-12 08:26:00,,Unassigned,8,Tuesday,Early Morning,0
1746,City,,No Cars Available,2016-07-12 08:30:00,,Unassigned,8,Tuesday,Early Morning,0
1737,City,,No Cars Available,2016-07-12 08:30:00,,Unassigned,8,Tuesday,Early Morning,0
1740,City,,No Cars Available,2016-07-12 08:32:00,,Unassigned,8,Tuesday,Early Morning,0
1752,City,,No Cars Available,2016-07-12 08:36:00,,Unassigned,8,Tuesday,Early Morning,0
1753,City,,No Cars Available,2016-07-12 08:39:00,,Unassigned,8,Tuesday,Early Morning,0
1750,City,,No Cars Available,2016-07-12 08:43:00,,Unassigned,8,Tuesday,Early Morning,0
1760,City,,No Cars Available,2016-07-12 08:45:00,,Unassigned,8,Tuesday,Early Morning,0
1761,Airport,,No Cars Available,2016-07-12 08:48:00,,Unassigned,8,Tuesday,Early Morning,0
1765,Airport,,No Cars Available,2016-07-12 08:48:00,,Unassigned,8,Tuesday,Early Morning,0
1768,City,,No Cars Available,2016-07-12 08:53:00,,Unassigned,8,Tuesday,Early Morning,0
1764,City,,No Cars Available,2016-07-12 08:54:00,,Unassigned,8,Tuesday,Early Morning,0
1779,Airport,,No Cars Available,2016-07-12 08:55:00,,Unassigned,8,Tuesday,Early Morning,0
1785,City,,No Cars Available,2016-07-12 09:03:00,,Unassigned,9,Tuesday,Early Morning,0
1783,City,,No Cars Available,2016-07-12 09:06:00,,Unassigned,9,Tuesday,Early Morning,0
1792,City,,No Cars Available,2016-07-12 09:10:00,,Unassigned,9,Tuesday,Early Morning,0
1799,City,,No Cars Available,2016-07-12 09:11:00,,Unassigned,9,Tuesday,Early Morning,0
1803,City,,No Cars Available,2016-07-12 09:13:00,,Unassigned,9,Tuesday,Early Morning,0
1806,City,,No Cars Available,2016-07-12 09:15:00,,Unassigned,9,Tuesday,Early Morning,0
1813,Airport,,No Cars Available,2016-07-12 09:19:00,,Unassigned,9,Tuesday,Early Morning,0
1823,City,,No Cars Available,2016-07-12 09:31:00,,Unassigned,9,Tuesday,Early Morning,0
1822,City,,No Cars Available,2016-07-12 09:31:00,,Unassigned,9,Tuesday,Early Morning,0
1824,City,,No Cars Available,2016-07-12 09:31:00,,Unassigned,9,Tuesday,Early Morning,0
1856,Airport,,No Cars Available,2016-07-12 09:45:00,,Unassigned,9,Tuesday,Early Morning,0
1847,City,,No Cars Available,2016-07-12 09:45:00,,Unassigned,9,Tuesday,Early Morning,0
1857,City,,No Cars Available,2016-07-12 09:46:00,,Unassigned,9,Tuesday,Early Morning,0
1855,City,,No Cars Available,2016-07-12 09:50:00,,Unassigned,9,Tuesday,Early Morning,0
1859,City,,No Cars Available,2016-07-12 09:54:00,,Unassigned,9,Tuesday,Early Morning,0
1862,Airport,,No Cars Available,2016-07-12 09:56:00,,Unassigned,9,Tuesday,Early Morning,0
1869,City,,No Cars Available,2016-07-12 09:57:00,,Unassigned,9,Tuesday,Early Morning,0
1878,City,,No Cars Available,2016-07-12 10:01:00,,Unassigned,10,Tuesday,Morning,0
1872,City,,No Cars Available,2016-07-12 10:02:00,,Unassigned,10,Tuesday,Morning,0
1879,City,,No Cars Available,2016-07-12 10:02:00,,Unassigned,10,Tuesday,Morning,0
1884,Airport,,No Cars Available,2016-07-12 10:09:00,,Unassigned,10,Tuesday,Morning,0
1892,Airport,,No Cars Available,2016-07-12 10:22:00,,Unassigned,10,Tuesday,Morning,0
1905,City,,No Cars Available,2016-07-12 10:33:00,,Unassigned,10,Tuesday,Morning,0
1904,City,,No Cars Available,2016-07-12 10:35:00,,Unassigned,10,Tuesday,Morning,0
1912,Airport,,No Cars Available,2016-07-12 10:44:00,,Unassigned,10,Tuesday,Morning,0
1913,Airport,,No Cars Available,2016-07-12 10:47:00,,Unassigned,10,Tuesday,Morning,0
1917,City,,No Cars Available,2016-07-12 10:50:00,,Unassigned,10,Tuesday,Morning,0
1922,Airport,,No Cars Available,2016-07-12 11:03:00,,Unassigned,11,Tuesday,Morning,0
1926,City,,No Cars Available,2016-07-12 11:10:00,,Unassigned,11,Tuesday,Morning,0
1936,City,,No Cars Available,2016-07-12 11:17:00,,Unassigned,11,Tuesday,Morning,0
1933,City,,No Cars Available,2016-07-12 11:21:00,,Unassigned,11,Tuesday,Morning,0
1943,City,,No Cars Available,2016-07-12 11:22:00,,Unassigned,11,Tuesday,Morning,0
1951,Airport,,No Cars Available,2016-07-12 11:29:00,,Unassigned,11,Tuesday,Morning,0
1944,City,,No Cars Available,2016-07-12 11:30:00,,Unassigned,11,Tuesday,Morning,0
1965,City,,No Cars Available,2016-07-12 11:59:00,,Unassigned,11,Tuesday,Morning,0
1964,City,,No Cars Available,2016-07-12 12:02:00,,Unassigned,12,Tuesday,Afternoon,0
1967,City,,No Cars Available,2016-07-12 12:10:00,,Unassigned,12,Tuesday,Afternoon,0
1970,Airport,,No Cars Available,2016-07-12 12:14:00,,Unassigned,12,Tuesday,Afternoon,0
1980,Airport,,No Cars Available,2016-07-12 12:23:00,,Unassigned,12,Tuesday,Afternoon,0
1987,City,,No Cars Available,2016-07-12 12:31:00,,Unassigned,12,Tuesday,Afternoon,0
1988,Airport,,No Cars Available,2016-07-12 12:33:00,,Unassigned,12,Tuesday,Afternoon,0
1990,City,,No Cars Available,2016-07-12 12:40:00,,Unassigned,12,Tuesday,Afternoon,0
1992,City,,No Cars Available,2016-07-12 12:44:00,,Unassigned,12,Tuesday,Afternoon,0
1998,City,,No Cars Available,2016-07-12 12:57:00,,Unassigned,12,Tuesday,Afternoon,0
2002,City,,No Cars Available,2016-07-12 13:06:00,,Unassigned,13,Tuesday,Afternoon,0
2004,Airport,,No Cars Available,2016-07-12 13:20:00,,Unassigned,13,Tuesday,Afternoon,0
2006,Airport,,No Cars Available,2016-07-12 13:22:00,,Unassigned,13,Tuesday,Afternoon,0
2005,Airport,,No Cars Available,2016-07-12 13:22:00,,Unassigned,13,Tuesday,Afternoon,0
2012,Airport,,No Cars Available,2016-07-12 13:28:00,,Unassigned,13,Tuesday,Afternoon,0
2015,City,,No Cars Available,2016-07-12 13:39:00,,Unassigned,13,Tuesday,Afternoon,0
2021,Airport,,No Cars Available,2016-07-12 13:47:00,,Unassigned,13,Tuesday,Afternoon,0
2023,Airport,,No Cars Available,2016-07-12 13:53:00,,Unassigned,13,Tuesday,Afternoon,0
2027,City,,No Cars Available,2016-07-12 14:09:00,,Unassigned,14,Tuesday,Afternoon,0
2028,City,,No Cars Available,2016-07-12 14:13:00,,Unassigned,14,Tuesday,Afternoon,0
2036,City,,No Cars Available,2016-07-12 14:18:00,,Unassigned,14,Tuesday,Afternoon,0
2038,City,,No Cars Available,2016-07-12 14:26:00,,Unassigned,14,Tuesday,Afternoon,0
2054,City,,No Cars Available,2016-07-12 14:48:00,,Unassigned,14,Tuesday,Afternoon,0
2051,City,,No Cars Available,2016-07-12 14:48:00,,Unassigned,14,Tuesday,Afternoon,0
2056,City,,No Cars Available,2016-07-12 14:57:00,,Unassigned,14,Tuesday,Afternoon,0
2059,City,,No Cars Available,2016-07-12 14:59:00,,Unassigned,14,Tuesday,Afternoon,0
2058,Airport,,No Cars Available,2016-07-12 15:04:00,,Unassigned,15,Tuesday,Afternoon,0
2063,City,,No Cars Available,2016-07-12 15:08:00,,Unassigned,15,Tuesday,Afternoon,0
2066,Airport,,No Cars Available,2016-07-12 15:12:00,,Unassigned,15,Tuesday,Afternoon,0
2071,City,,No Cars Available,2016-07-12 15:19:00,,Unassigned,15,Tuesday,Afternoon,0
2072,Airport,,No Cars Available,2016-07-12 15:21:00,,Unassigned,15,Tuesday,Afternoon,0
2081,Airport,,No Cars Available,2016-07-12 15:37:00,,Unassigned,15,Tuesday,Afternoon,0
2080,City,,No Cars Available,2016-07-12 15:39:00,,Unassigned,15,Tuesday,Afternoon,0
2091,City,,No Cars Available,2016-07-12 15:53:00,,Unassigned,15,Tuesday,Afternoon,0
2092,City,,No Cars Available,2016-07-12 15:55:00,,Unassigned,15,Tuesday,Afternoon,0
2093,City,,No Cars Available,2016-07-12 15:56:00,,Unassigned,15,Tuesday,Afternoon,0
2090,City,,No Cars Available,2016-07-12 15:57:00,,Unassigned,15,Tuesday,Afternoon,0
2100,City,,No Cars Available,2016-07-12 16:08:00,,Unassigned,16,Tuesday,Afternoon,0
2115,City,,No Cars Available,2016-07-12 16:41:00,,Unassigned,16,Tuesday,Afternoon,0
2121,City,,No Cars Available,2016-07-12 16:48:00,,Unassigned,16,Tuesday,Afternoon,0
2127,City,,No Cars Available,2016-07-12 17:02:00,,Unassigned,17,Tuesday,Evening,0
2132,Airport,,No Cars Available,2016-07-12 17:06:00,,Unassigned,17,Tuesday,Evening,0
2128,Airport,,No Cars Available,2016-07-12 17:06:00,,Unassigned,17,Tuesday,Evening,0
2140,City,,No Cars Available,2016-07-12 17:09:00,,Unassigned,17,Tuesday,Evening,0
2142,Airport,,No Cars Available,2016-07-12 17:13:00,,Unassigned,17,Tuesday,Evening,0
2133,Airport,,No Cars Available,2016-07-12 17:16:00,,Unassigned,17,Tuesday,Evening,0
2138,Airport,,No Cars Available,2016-07-12 17:17:00,,Unassigned,17,Tuesday,Evening,0
2139,City,,No Cars Available,2016-07-12 17:17:00,,Unassigned,17,Tuesday,Evening,0
2141,Airport,,No Cars Available,2016-07-12 17:18:00,,Unassigned,17,Tuesday,Evening,0
2149,Airport,,No Cars Available,2016-07-12 17:18:00,,Unassigned,17,Tuesday,Evening,0
2145,Airport,,No Cars Available,2016-07-12 17:19:00,,Unassigned,17,Tuesday,Evening,0
2153,City,,No Cars Available,2016-07-12 17:19:00,,Unassigned,17,Tuesday,Evening,0
2144,Airport,,No Cars Available,2016-07-12 17:21:00,,Unassigned,17,Tuesday,Evening,0
2137,Airport,,No Cars Available,2016-07-12 17:22:00,,Unassigned,17,Tuesday,Evening,0
2151,Airport,,No Cars Available,2016-07-12 17:23:00,,Unassigned,17,Tuesday,Evening,0
2155,Airport,,No Cars Available,2016-07-12 17:23:00,,Unassigned,17,Tuesday,Evening,0
2159,Airport,,No Cars Available,2016-07-12 17:25:00,,Unassigned,17,Tuesday,Evening,0
2154,Airport,,No Cars Available,2016-07-12 17:26:00,,Unassigned,17,Tuesday,Evening,0
2158,Airport,,No Cars Available,2016-07-12 17:26:00,,Unassigned,17,Tuesday,Evening,0
2156,Airport,,No Cars Available,2016-07-12 17:27:00,,Unassigned,17,Tuesday,Evening,0
2164,Airport,,No Cars Available,2016-07-12 17:28:00,,Unassigned,17,Tuesday,Evening,0
2161,Airport,,No Cars Available,2016-07-12 17:29:00,,Unassigned,17,Tuesday,Evening,0
2157,Airport,,No Cars Available,2016-07-12 17:30:00,,Unassigned,17,Tuesday,Evening,0
2170,Airport,,No Cars Available,2016-07-12 17:35:00,,Unassigned,17,Tuesday,Evening,0
2175,Airport,,No Cars Available,2016-07-12 17:35:00,,Unassigned,17,Tuesday,Evening,0
2174,Airport,,No Cars Available,2016-07-12 17:36:00,,Unassigned,17,Tuesday,Evening,0
2176,Airport,,No Cars Available,2016-07-12 17:37:00,,Unassigned,17,Tuesday,Evening,0
2171,Airport,,No Cars Available,2016-07-12 17:38:00,,Unassigned,17,Tuesday,Evening,0
2178,Airport,,No Cars Available,2016-07-12 17:38:00,,Unassigned,17,Tuesday,Evening,0
2183,Airport,,No Cars Available,2016-07-12 17:40:00,,Unassigned,17,Tuesday,Evening,0
2172,City,,No Cars Available,2016-07-12 17:40:00,,Unassigned,17,Tuesday,Evening,0
2177,City,,No Cars Available,2016-07-12 17:41:00,,Unassigned,17,Tuesday,Evening,0
2184,Airport,,No Cars Available,2016-07-12 17:42:00,,Unassigned,17,Tuesday,Evening,0
2186,City,,No Cars Available,2016-07-12 17:43:00,,Unassigned,17,Tuesday,Evening,0
2189,Airport,,No Cars Available,2016-07-12 17:43:00,,Unassigned,17,Tuesday,Evening,0
2185,Airport,,No Cars Available,2016-07-12 17:43:00,,Unassigned,17,Tuesday,Evening,0
2188,Airport,,No Cars Available,2016-07-12 17:46:00,,Unassigned,17,Tuesday,Evening,0
2196,Airport,,No Cars Available,2016-07-12 17:46:00,,Unassigned,17,Tuesday,Evening,0
2190,Airport,,No Cars Available,2016-07-12 17:46:00,,Unassigned,17,Tuesday,Evening,0
2191,Airport,,No Cars Available,2016-07-12 17:46:00,,Unassigned,17,Tuesday,Evening,0
2193,Airport,,No Cars Available,2016-07-12 17:47:00,,Unassigned,17,Tuesday,Evening,0
2199,Airport,,No Cars Available,2016-07-12 17:47:00,,Unassigned,17,Tuesday,Evening,0
2194,Airport,,No Cars Available,2016-07-12 17:48:00,,Unassigned,17,Tuesday,Evening,0
2201,Airport,,No Cars Available,2016-07-12 17:49:00,,Unassigned,17,Tuesday,Evening,0
2204,Airport,,No Cars Available,2016-07-12 17:51:00,,Unassigned,17,Tuesday,Evening,0
2198,Airport,,No Cars Available,2016-07-12 17:51:00,,Unassigned,17,Tuesday,Evening,0
2202,Airport,,No Cars Available,2016-07-12 17:52:00,,Unassigned,17,Tuesday,Evening,0
2205,Airport,,No Cars Available,2016-07-12 17:54:00,,Unassigned,17,Tuesday,Evening,0
2212,Airport,,No Cars Available,2016-07-12 17:56:00,,Unassigned,17,Tuesday,Evening,0
2213,Airport,,No Cars Available,2016-07-12 17:58:00,,Unassigned,17,Tuesday,Evening,0
2215,Airport,,No Cars Available,2016-07-12 17:59:00,,Unassigned,17,Tuesday,Evening,0
2219,Airport,,No Cars Available,2016-07-12 18:00:00,,Unassigned,18,Tuesday,Evening,0
2214,Airport,,No Cars Available,2016-07-12 18:01:00,,Unassigned,18,Tuesday,Evening,0
2216,Airport,,No Cars Available,2016-07-12 18:02:00,,Unassigned,18,Tuesday,Evening,0
2217,City,,No Cars Available,2016-07-12 18:02:00,,Unassigned,18,Tuesday,Evening,0
2210,Airport,,No Cars Available,2016-07-12 18:03:00,,Unassigned,18,Tuesday,Evening,0
2218,Airport,,No Cars Available,2016-07-12 18:04:00,,Unassigned,18,Tuesday,Evening,0
2228,Airport,,No Cars Available,2016-07-12 18:06:00,,Unassigned,18,Tuesday,Evening,0
2229,Airport,,No Cars Available,2016-07-12 18:08:00,,Unassigned,18,Tuesday,Evening,0
2226,Airport,,No Cars Available,2016-07-12 18:08:00,,Unassigned,18,Tuesday,Evening,0
2224,Airport,,No Cars Available,2016-07-12 18:08:00,,Unassigned,18,Tuesday,Evening,0
2221,Airport,,No Cars Available,2016-07-12 18:09:00,,Unassigned,18,Tuesday,Evening,0
2230,Airport,,No Cars Available,2016-07-12 18:10:00,,Unassigned,18,Tuesday,Evening,0
2225,Airport,,No Cars Available,2016-07-12 18:11:00,,Unassigned,18,Tuesday,Evening,0
2231,Airport,,No Cars Available,2016-07-12 18:11:00,,Unassigned,18,Tuesday,Evening,0
2220,Airport,,No Cars Available,2016-07-12 18:12:00,,Unassigned,18,Tuesday,Evening,0
2232,Airport,,No Cars Available,2016-07-12 18:13:00,,Unassigned,18,Tuesday,Evening,0
2239,Airport,,No Cars Available,2016-07-12 18:14:00,,Unassigned,18,Tuesday,Evening,0
2233,Airport,,No Cars Available,2016-07-12 18:16:00,,Unassigned,18,Tuesday,Evening,0
2243,Airport,,No Cars Available,2016-07-12 18:16:00,,Unassigned,18,Tuesday,Evening,0
2241,Airport,,No Cars Available,2016-07-12 18:17:00,,Unassigned,18,Tuesday,Evening,0
2238,Airport,,No Cars Available,2016-07-12 18:20:00,,Unassigned,18,Tuesday,Evening,0
2242,Airport,,No Cars Available,2016-07-12 18:20:00,,Unassigned,18,Tuesday,Evening,0
2255,Airport,,No Cars Available,2016-07-12 18:21:00,,Unassigned,18,Tuesday,Evening,0
2244,Airport,,No Cars Available,2016-07-12 18:22:00,,Unassigned,18,Tuesday,Evening,0
2247,Airport,,No Cars Available,2016-07-12 18:24:00,,Unassigned,18,Tuesday,Evening,0
2245,Airport,,No Cars Available,2016-07-12 18:24:00,,Unassigned,18,Tuesday,Evening,0
2258,Airport,,No Cars Available,2016-07-12 18:25:00,,Unassigned,18,Tuesday,Evening,0
2260,Airport,,No Cars Available,2016-07-12 18:25:00,,Unassigned,18,Tuesday,Evening,0
2254,Airport,,No Cars Available,2016-07-12 18:25:00,,Unassigned,18,Tuesday,Evening,0
2250,Airport,,No Cars Available,2016-07-12 18:26:00,,Unassigned,18,Tuesday,Evening,0
2263,Airport,,No Cars Available,2016-07-12 18:27:00,,Unassigned,18,Tuesday,Evening,0
2261,Airport,,No Cars Available,2016-07-12 18:28:00,,Unassigned,18,Tuesday,Evening,0
2246,Airport,,No Cars Available,2016-07-12 18:30:00,,Unassigned,18,Tuesday,Evening,0
2257,Airport,,No Cars Available,2016-07-12 18:30:00,,Unassigned,18,Tuesday,Evening,0
2271,City,,No Cars Available,2016-07-12 18:32:00,,Unassigned,18,Tuesday,Evening,0
2265,Airport,,No Cars Available,2016-07-12 18:32:00,,Unassigned,18,Tuesday,Evening,0
2264,Airport,,No Cars Available,2016-07-12 18:32:00,,Unassigned,18,Tuesday,Evening,0
2251,Airport,,No Cars Available,2016-07-12 18:32:00,,Unassigned,18,Tuesday,Evening,0
2269,Airport,,No Cars Available,2016-07-12 18:33:00,,Unassigned,18,Tuesday,Evening,0
2278,Airport,,No Cars Available,2016-07-12 18:36:00,,Unassigned,18,Tuesday,Evening,0
2273,Airport,,No Cars Available,2016-07-12 18:36:00,,Unassigned,18,Tuesday,Evening,0
2281,Airport,,No Cars Available,2016-07-12 18:36:00,,Unassigned,18,Tuesday,Evening,0
2272,Airport,,No Cars Available,2016-07-12 18:39:00,,Unassigned,18,Tuesday,Evening,0
2280,Airport,,No Cars Available,2016-07-12 18:40:00,,Unassigned,18,Tuesday,Evening,0
2287,Airport,,No Cars Available,2016-07-12 18:40:00,,Unassigned,18,Tuesday,Evening,0
2284,Airport,,No Cars Available,2016-07-12 18:41:00,,Unassigned,18,Tuesday,Evening,0
2286,Airport,,No Cars Available,2016-07-12 18:41:00,,Unassigned,18,Tuesday,Evening,0
2283,Airport,,No Cars Available,2016-07-12 18:41:00,,Unassigned,18,Tuesday,Evening,0
2289,Airport,,No Cars Available,2016-07-12 18:41:00,,Unassigned,18,Tuesday,Evening,0
2288,Airport,,No Cars Available,2016-07-12 18:42:00,,Unassigned,18,Tuesday,Evening,0
2291,Airport,,No Cars Available,2016-07-12 18:46:00,,Unassigned,18,Tuesday,Evening,0
2302,Airport,,No Cars Available,2016-07-12 18:47:00,,Unassigned,18,Tuesday,Evening,0
2290,Airport,,No Cars Available,2016-07-12 18:48:00,,Unassigned,18,Tuesday,Evening,0
2296,Airport,,No Cars Available,2016-07-12 18:48:00,,Unassigned,18,Tuesday,Evening,0
2299,Airport,,No Cars Available,2016-07-12 18:49:00,,Unassigned,18,Tuesday,Evening,0
2301,Airport,,No Cars Available,2016-07-12 18:50:00,,Unassigned,18,Tuesday,Evening,0
2293,Airport,,No Cars Available,2016-07-12 18:50:00,,Unassigned,18,Tuesday,Evening,0
2298,Airport,,No Cars Available,2016-07-12 18:53:00,,Unassigned,18,Tuesday,Evening,0
2303,Airport,,No Cars Available,2016-07-12 18:53:00,,Unassigned,18,Tuesday,Evening,0
2300,Airport,,No Cars Available,2016-07-12 18:53:00,,Unassigned,18,Tuesday,Evening,0
2297,Airport,,No Cars Available,2016-07-12 18:54:00,,Unassigned,18,Tuesday,Evening,0
2315,Airport,,No Cars Available,2016-07-12 18:58:00,,Unassigned,18,Tuesday,Evening,0
2312,Airport,,No Cars Available,2016-07-12 18:58:00,,Unassigned,18,Tuesday,Evening,0
2309,Airport,,No Cars Available,2016-07-12 18:59:00,,Unassigned,18,Tuesday,Evening,0
2304,Airport,,No Cars Available,2016-07-12 18:59:00,,Unassigned,18,Tuesday,Evening,0
2314,Airport,,No Cars Available,2016-07-12 18:59:00,,Unassigned,18,Tuesday,Evening,0
2308,Airport,,No Cars Available,2016-07-12 19:02:00,,Unassigned,19,Tuesday,Evening,0
2317,Airport,,No Cars Available,2016-07-12 19:02:00,,Unassigned,19,Tuesday,Evening,0
2313,Airport,,No Cars Available,2016-07-12 19:03:00,,Unassigned,19,Tuesday,Evening,0
2306,City,,No Cars Available,2016-07-12 19:03:00,,Unassigned,19,Tuesday,Evening,0
2316,Airport,,No Cars Available,2016-07-12 19:04:00,,Unassigned,19,Tuesday,Evening,0
2321,Airport,,No Cars Available,2016-07-12 19:04:00,,Unassigned,19,Tuesday,Evening,0
2318,Airport,,No Cars Available,2016-07-12 19:04:00,,Unassigned,19,Tuesday,Evening,0
2319,Airport,,No Cars Available,2016-07-12 19:07:00,,Unassigned,19,Tuesday,Evening,0
2320,Airport,,No Cars Available,2016-07-12 19:07:00,,Unassigned,19,Tuesday,Evening,0
2324,Airport,,No Cars Available,2016-07-12 19:08:00,,Unassigned,19,Tuesday,Evening,0
2322,Airport,,No Cars Available,2016-07-12 19:09:00,,Unassigned,19,Tuesday,Evening,0
2329,Airport,,No Cars Available,2016-07-12 19:10:00,,Unassigned,19,Tuesday,Evening,0
2325,Airport,,No Cars Available,2016-07-12 19:10:00,,Unassigned,19,Tuesday,Evening,0
2344,Airport,,No Cars Available,2016-07-12 19:13:00,,Unassigned,19,Tuesday,Evening,0
2334,Airport,,No Cars Available,2016-07-12 19:14:00,,Unassigned,19,Tuesday,Evening,0
2330,Airport,,No Cars Available,2016-07-12 19:15:00,,Unassigned,19,Tuesday,Evening,0
2337,Airport,,No Cars Available,2016-07-12 19:15:00,,Unassigned,19,Tuesday,Evening,0
2326,Airport,,No Cars Available,2016-07-12 19:16:00,,Unassigned,19,Tuesday,Evening,0
2341,Airport,,No Cars Available,2016-07-12 19:17:00,,Unassigned,19,Tuesday,Evening,0
2332,City,,No Cars Available,2016-07-12 19:17:00,,Unassigned,19,Tuesday,Evening,0
2338,Airport,,No Cars Available,2016-07-12 19:17:00,,Unassigned,19,Tuesday,Evening,0
2333,Airport,,No Cars Available,2016-07-12 19:17:00,,Unassigned,19,Tuesday,Evening,0
2336,Airport,,No Cars Available,2016-07-12 19:18:00,,Unassigned,19,Tuesday,Evening,0
2342,Airport,,No Cars Available,2016-07-12 19:18:00,,Unassigned,19,Tuesday,Evening,0
2343,Airport,,No Cars Available,2016-07-12 19:19:00,,Unassigned,19,Tuesday,Evening,0
2351,City,,No Cars Available,2016-07-12 19:20:00,,Unassigned,19,Tuesday,Evening,0
2345,Airport,,No Cars Available,2016-07-12 19:20:00,,Unassigned,19,Tuesday,Evening,0
2350,City,,No Cars Available,2016-07-12 19:24:00,,Unassigned,19,Tuesday,Evening,0
2352,Airport,,No Cars Available,2016-07-12 19:26:00,,Unassigned,19,Tuesday,Evening,0
2361,Airport,,No Cars Available,2016-07-12 19:28:00,,Unassigned,19,Tuesday,Evening,0
2364,Airport,,No Cars Available,2016-07-12 19:29:00,,Unassigned,19,Tuesday,Evening,0
2355,Airport,,No Cars Available,2016-07-12 19:31:00,,Unassigned,19,Tuesday,Evening,0
2357,Airport,,No Cars Available,2016-07-12 19:31:00,,Unassigned,19,Tuesday,Evening,0
2366,Airport,,No Cars Available,2016-07-12 19:33:00,,Unassigned,19,Tuesday,Evening,0
2367,Airport,,No Cars Available,2016-07-12 19:35:00,,Unassigned,19,Tuesday,Evening,0
2358,Airport,,No Cars Available,2016-07-12 19:35:00,,Unassigned,19,Tuesday,Evening,0
2362,Airport,,No Cars Available,2016-07-12 19:36:00,,Unassigned,19,Tuesday,Evening,0
2371,Airport,,No Cars Available,2016-07-12 19:37:00,,Unassigned,19,Tuesday,Evening,0
2369,City,,No Cars Available,2016-07-12 19:37:00,,Unassigned,19,Tuesday,Evening,0
2380,Airport,,No Cars Available,2016-07-12 19:39:00,,Unassigned,19,Tuesday,Evening,0
2377,Airport,,No Cars Available,2016-07-12 19:40:00,,Unassigned,19,Tuesday,Evening,0
2384,Airport,,No Cars Available,2016-07-12 19:40:00,,Unassigned,19,Tuesday,Evening,0
2374,Airport,,No Cars Available,2016-07-12 19:41:00,,Unassigned,19,Tuesday,Evening,0
2379,Airport,,No Cars Available,2016-07-12 19:43:00,,Unassigned,19,Tuesday,Evening,0
2376,City,,No Cars Available,2016-07-12 19:43:00,,Unassigned,19,Tuesday,Evening,0
2378,Airport,,No Cars Available,2016-07-12 19:44:00,,Unassigned,19,Tuesday,Evening,0
2388,Airport,,No Cars Available,2016-07-12 19:46:00,,Unassigned,19,Tuesday,Evening,0
2383,Airport,,No Cars Available,2016-07-12 19:47:00,,Unassigned,19,Tuesday,Evening,0
2385,Airport,,No Cars Available,2016-07-12 19:47:00,,Unassigned,19,Tuesday,Evening,0
2391,Airport,,No Cars Available,2016-07-12 19:48:00,,Unassigned,19,Tuesday,Evening,0
2386,Airport,,No Cars Available,2016-07-12 19:51:00,,Unassigned,19,Tuesday,Evening,0
2394,Airport,,No Cars Available,2016-07-12 19:52:00,,Unassigned,19,Tuesday,Evening,0
2402,Airport,,No Cars Available,2016-07-12 19:53:00,,Unassigned,19,Tuesday,Evening,0
2390,Airport,,No Cars Available,2016-07-12 19:53:00,,Unassigned,19,Tuesday,Evening,0
2401,Airport,,No Cars Available,2016-07-12 19:55:00,,Unassigned,19,Tuesday,Evening,0
2400,Airport,,No Cars Available,2016-07-12 19:55:00,,Unassigned,19,Tuesday,Evening,0
2403,Airport,,No Cars Available,2016-07-12 19:55:00,,Unassigned,19,Tuesday,Evening,0
2414,Airport,,No Cars Available,2016-07-12 19:56:00,,Unassigned,19,Tuesday,Evening,0
2393,Airport,,No Cars Available,2016-07-12 19:58:00,,Unassigned,19,Tuesday,Evening,0
2398,Airport,,No Cars Available,2016-07-12 19:59:00,,Unassigned,19,Tuesday,Evening,0
2408,Airport,,No Cars Available,2016-07-12 20:01:00,,Unassigned,20,Tuesday,Evening,0
2415,Airport,,No Cars Available,2016-07-12 20:01:00,,Unassigned,20,Tuesday,Evening,0
2421,Airport,,No Cars Available,2016-07-12 20:07:00,,Unassigned,20,Tuesday,Evening,0
2419,Airport,,No Cars Available,2016-07-12 20:09:00,,Unassigned,20,Tuesday,Evening,0
2409,Airport,,No Cars Available,2016-07-12 20:10:00,,Unassigned,20,Tuesday,Evening,0
